目录ID,目录名称,剂型,规格,生产企业,2017 4th price,2017 4th 目录类,2017 4th 报名企业家数,2017 3rd,2017 3rd price,2017 3rd 目录类,2017 3rd 报名企业家数,2017 2nd,2017 2nd price,2017 2nd 目录类,2017 2nd 报名企业家数,2017 1st,2017 1st price,2017 1st目录类,2017 1st报名企业家数,4th vs 1st,4th vs 1st %
13011,养正消积-胶囊剂-0.39g,胶囊剂,0.39g,石家庄以岭药业股份有限公司,1.16,非基本药物医保目录 乙类,1,Y,1.16,非基本药物医保目录 乙类,1,Y,1.16,非基本药物医保目录 乙类,1,Y,1.16,非基本药物医保目录 乙类,1,0,0.00%
13015,氧氟沙星-眼膏剂-3.5g:10.5mg 含玻璃酸钠,眼膏剂,3.5g:10.5mg,沈阳兴齐眼药股份有限公司,13.92,非基本药物医保目录 乙类,1,Y,13.92,非基本药物医保目录 乙类,1,Y,13.92,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
13023,伊立替康-注射用无菌粉末-0.1g,注射用无菌粉末,0.1g,江苏恒瑞医药股份有限公司,1044,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13024,伊立替康-注射用无菌粉末-40mg,注射用无菌粉末,40mg,江苏恒瑞医药股份有限公司,517.6826,非基本药物医保目录 乙类,1,Y,517.6826,非基本药物医保目录 乙类,1,Y,517.6826,非基本药物医保目录 乙类,1,Y,517.6826,非基本药物医保目录 乙类,1,0,0.00%
13026,伊曲康唑-胶囊剂-0.1g,胶囊剂,0.1g,上海现代哈森(商丘)药业有限公司,2.93,非基本药物医保目录 乙类,10,Y,2.98,非基本药物医保目录 乙类,10,Y,2.85,非基本药物医保目录 乙类,10,Y,2.97,非基本药物医保目录 乙类,10,-0.04,-1.35%
13027,伊托必利-分散片-50mg,分散片,50mg,迪沙药业集团有限公司,0.9419,非基本药物医保目录 乙类,2,Y,0.9419,非基本药物医保目录 乙类,2,Y,0.9419,非基本药物医保目录 乙类,2,Y,0.9419,非基本药物医保目录 乙类,2,0,0.00%
13031,依卡倍特-颗粒剂-1.5g:1.0g,颗粒剂,1.5g:1.0g,天津田边制药有限公司,2.344,非基本药物医保目录 乙类,1,Y,2.344,非基本药物医保目录 乙类,1,Y,2.344,非基本药物医保目录 乙类,1,Y,2.344,非基本药物医保目录 乙类,1,0,0.00%
13038,依帕司他-口服普通片剂-50mg,口服普通片剂,50mg,北京优你特药业有限公司,3.4508,非基本药物医保目录 乙类,4,Y,3.3735,非基本药物医保目录 乙类,4,Y,3.4454,非基本药物医保目录 乙类,3,Y,3.3573,非基本药物医保目录 乙类,3,0.0935,2.78%
13039,依帕司他-胶囊剂-50mg,胶囊剂,50mg,扬子江药业集团南京海陵药业有限公司,3.7043,非基本药物医保目录 乙类,2,Y,3.7043,非基本药物医保目录 乙类,2,Y,3.7043,非基本药物医保目录 乙类,2,Y,3.7043,非基本药物医保目录 乙类,1,0,0.00%
13041,依托泊苷-软胶囊(胶丸)-50mg,软胶囊(胶丸),50mg,青岛正大海尔制药有限公司,12.468,非基本药物医保目录 乙类,2,Y,12.5,非基本药物医保目录 乙类,2,Y,12.568,非基本药物医保目录 乙类,2,Y,14.0276,非基本药物医保目录 乙类,2,-1.5596,-11.12%
13042,依西美坦-口服普通片剂-25mg,口服普通片剂,25mg,齐鲁制药有限公司,5.15,非基本药物医保目录 乙类,5,Y,5.2,非基本药物医保目录 乙类,5,Y,5.713,非基本药物医保目录 乙类,4,Y,5.75,非基本药物医保目录 乙类,4,-0.6,-10.43%
13043,胰激肽原酶-肠溶片-120单位,肠溶片,120单位,四川顺生制药有限公司,0.6511,非基本药物医保目录 乙类,11,Y,0.65,非基本药物医保目录 乙类,11,Y,0.65,非基本药物医保目录 乙类,11,Y,0.6511,非基本药物医保目录 乙类,11,0,0.00%
13045,胰激肽原酶-肠溶片-60单位,肠溶片,60单位,上海丽珠制药有限公司,0.33,非基本药物医保目录 乙类,7,Y,0.33,非基本药物医保目录 乙类,7,Y,0.33,非基本药物医保目录 乙类,7,Y,0.293,非基本药物医保目录 乙类,7,0.037,12.63%
13050,乙酰半胱氨酸-胶囊剂-0.2g(20万单位),胶囊剂,0.2g(20万单位),广东人人康药业有限公司,1.6587,非基本药物医保目录 乙类,3,Y,1.6587,非基本药物医保目录 乙类,3,Y,1.6587,非基本药物医保目录 乙类,3,Y,1.6587,非基本药物医保目录 乙类,3,0,0.00%
13055,蚁灵-口服溶液剂-10ml,口服溶液剂,10ml,湖南迪诺制药有限公司,6.6617,非基本药物医保目录 乙类,2,Y,6.6617,非基本药物医保目录 乙类,2,Y,6.6617,非基本药物医保目录 乙类,2,Y,6.6617,非基本药物医保目录 乙类,2,0,0.00%
13060,异环磷酰胺-注射用无菌粉末-0.5g,注射用无菌粉末,0.5g,齐鲁制药(海南)有限公司,29.96,非基本药物医保目录 乙类,6,Y,32,非基本药物医保目录 乙类,6,Y,26,非基本药物医保目录 乙类,6,Y,27.8,非基本药物医保目录 乙类,6,2.16,7.77%
13061,异环磷酰胺-注射用无菌粉末-1g,注射用无菌粉末,1g,齐鲁制药(海南)有限公司,46,非基本药物医保目录 乙类,8,Y,48,非基本药物医保目录 乙类,8,Y,39.4,非基本药物医保目录 乙类,8,Y,39.4,非基本药物医保目录 乙类,7,6.6,16.75%
13062,异维A酸-软胶囊(胶丸)-10mg,软胶囊(胶丸),10mg,上海东海制药股份有限公司东海制药厂,0.85,非基本药物医保目录 乙类,6,Y,0.76,非基本药物医保目录 乙类,6,Y,0.76,非基本药物医保目录 乙类,6,Y,0.76,非基本药物医保目录 乙类,6,0.09,11.84%
13064,益胆-胶囊剂-0.525g,胶囊剂,0.525g,合肥铭盛制药有限公司,1.1903,非基本药物医保目录 乙类,2,Y,1.1903,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13065,益肝灵-滴丸剂-23mg,滴丸剂,23mg,南昌弘益药业有限公司,0.0805,非基本药物医保目录 乙类,2,Y,0.0805,非基本药物医保目录 乙类,2,Y,0.0805,非基本药物医保目录 乙类,2,Y,0.0805,非基本药物医保目录 乙类,2,0,0.00%
13066,益宫-颗粒剂-10g,颗粒剂,10g,陕西健民制药有限公司,4.6204,非基本药物医保目录 乙类,1,Y,4.6204,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13071,益脑-胶囊剂-0.3g,胶囊剂,0.3g,福州闽海药业有限公司,0.417,非基本药物医保目录 乙类,7,Y,0.4185,非基本药物医保目录 乙类,7,Y,0.418,非基本药物医保目录 乙类,7,Y,0.4171,非基本药物医保目录 乙类,7,-0.0001,-0.02%
13072,益气复脉-胶囊剂-0.37g,胶囊剂,0.37g,海口奇力制药股份有限公司,0.721,非基本药物医保目录 乙类,2,Y,0.721,非基本药物医保目录 乙类,2,Y,0.721,非基本药物医保目录 乙类,2,Y,0.721,非基本药物医保目录 乙类,2,0,0.00%
13073,益气复脉-注射用无菌粉末-0.65g,注射用无菌粉末,0.65g,天津天士力之骄药业有限公司,43.1714,非基本药物医保目录 门诊统筹,1,Y,43.1714,非基本药物医保目录 门诊统筹,1,Y,43.1714,非基本药物医保目录 门诊统筹,1,Y,43.1714,非基本药物医保目录 门诊统筹,1,0,0.00%
13075,益肾化湿-颗粒剂-10g,颗粒剂,10g,广州康臣药业有限公司,6.6104,非基本药物医保目录 乙类,1,Y,6.6104,非基本药物医保目录 乙类,1,Y,6.6104,非基本药物医保目录 乙类,1,Y,6.6104,非基本药物医保目录 乙类,1,0,0.00%
13077,益心巴迪然吉布亚-颗粒剂-3g(相当于含原药材6g),颗粒剂,3g(相当于含原药材6g),芜湖绿叶制药有限公司,2.7436,非基本药物医保目录 民族药,2,Y,2.7436,非基本药物医保目录 民族药,2,Y,2.7436,非基本药物医保目录 民族药,2,Y,2.7436,非基本药物医保目录 民族药,2,0,0.00%
13078,益心巴迪然吉布亚-颗粒剂-6g 含糖型,颗粒剂,6g,新疆维吾尔药业有限责任公司,2.686,非基本药物医保目录 民族药,1,Y,2.686,非基本药物医保目录 民族药,1,Y,2.686,非基本药物医保目录 民族药,1,Y,2.686,非基本药物医保目录 民族药,1,0,0.00%
13079,益心-颗粒剂-10g,颗粒剂,10g,湖北福人药业股份有限公司,2.8243,非基本药物医保目录 乙类,1,Y,2.8243,非基本药物医保目录 乙类,1,Y,2.8243,非基本药物医保目录 乙类,1,Y,2.8243,非基本药物医保目录 乙类,1,0,0.00%
13085,银花泌炎灵-口服普通片剂-0.5g,口服普通片剂,0.5g,吉林华康药业股份有限公司,1.0825,非基本药物医保目录 乙类,2,Y,1.0825,非基本药物医保目录 乙类,2,Y,1.0825,非基本药物医保目录 乙类,2,Y,1.0825,非基本药物医保目录 乙类,2,0,0.00%
13092,银杏叶提取物-口服普通片剂-40mg,口服普通片剂,40mg,北京科园信海医药经营有限公司,1.878,第一层次,1,Y,1.878,第一层次,1,Y,1.878,第一层次,1,Y,1.878,第一层次,1,0,0.00%
13097,蚓激酶-肠溶胶囊-30万单位,肠溶胶囊,30万单位,北京百奥药业有限责任公司,1.39,非基本药物医保目录 乙类,6,Y,1.39,非基本药物医保目录 乙类,6,Y,1.39,非基本药物医保目录 乙类,6,Y,1.48,非基本药物医保目录 乙类,6,-0.09,-6.08%
13098,蚓激酶-肠溶胶囊-60万单位,肠溶胶囊,60万单位,珠海博康药业有限公司,2.59,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13099,蚓激酶-肠溶片-30万单位,肠溶片,30万单位,长春雷允上药业有限公司,1.4005,非基本药物医保目录 乙类,1,Y,1.4005,非基本药物医保目录 乙类,1,Y,1.4005,非基本药物医保目录 乙类,1,Y,1.4005,非基本药物医保目录 乙类,1,0,0.00%
13103,右归-胶囊剂-0.45g,胶囊剂,0.45g,江西银涛药业有限公司,1.0364,非基本药物医保目录 乙类,3,Y,1.0364,非基本药物医保目录 乙类,3,Y,1.0364,非基本药物医保目录 乙类,3,Y,1.0364,非基本药物医保目录 乙类,3,0,0.00%
13108,右旋糖酐铁-分散片-25mg,分散片,25mg,江西华太药业有限公司,0.6945,非基本药物医保目录 门诊统筹,2,Y,0.6945,非基本药物医保目录 门诊统筹,2,Y,0.6945,非基本药物医保目录 门诊统筹,2,Y,0.6945,非基本药物医保目录 门诊统筹,2,0,0.00%
13111,瘀血痹-口服普通片剂-0.5g,口服普通片剂,0.5g,辽宁华润本溪三药有限公司,0.9037,非基本药物医保目录 乙类,1,Y,0.9037,非基本药物医保目录 乙类,1,Y,0.9037,非基本药物医保目录 乙类,1,Y,0.9037,非基本药物医保目录 乙类,1,0,0.00%
13114,玉泉-颗粒剂-5g,颗粒剂,5g,北京同仁堂天然药物(唐山)有限公司,2.3061,非基本药物医保目录 甲类,1,Y,2.3061,非基本药物医保目录 甲类,1,Y,2.3061,非基本药物医保目录 甲类,1,Y,2.3061,非基本药物医保目录 甲类,1,0,0.00%
13116,愈酚伪麻-口服溶液剂-100ml,口服溶液剂,100ml,上海强生制药有限公司,16.8867,非基本药物医保目录 门诊统筹,1,Y,16.8867,非基本药物医保目录 门诊统筹,1,Y,16.8867,非基本药物医保目录 门诊统筹,1,Y,16.8867,非基本药物医保目录 门诊统筹,1,0,0.00%
13119,愈伤灵-胶囊剂-0.3g,胶囊剂,0.3g,江西博士达药业有限责任公司,0.348,非基本药物医保目录 乙类,14,Y,0.348,非基本药物医保目录 乙类,14,Y,0.348,非基本药物医保目录 乙类,14,Y,0.348,非基本药物医保目录 乙类,13,0,0.00%
13120,愈心痛-胶囊剂-0.33g,胶囊剂,0.33g,吉林敖东集团大连药业股份有限公司,0.8835,非基本药物医保目录 乙类,2,Y,0.8835,非基本药物医保目录 乙类,2,Y,0.8835,非基本药物医保目录 乙类,2,Y,0.8835,非基本药物医保目录 乙类,2,0,0.00%
13123,再造生血-口服普通片剂-大于等于0.35g，小于0.70g,口服普通片剂,大于等于0.35g，小于0.70g,辽源誉隆亚东药业有限责任公司,0.3898,非基本药物医保目录 乙类,1,Y,0.3898,非基本药物医保目录 乙类,1,Y,0.3898,非基本药物医保目录 乙类,1,Y,0.3915,非基本药物医保目录 乙类,1,-0.0017,-0.43%
13124,泽桂癃爽-口服普通片剂-0.5g,口服普通片剂,0.5g,陕西康惠制药股份有限公司,0.8617,非基本药物医保目录 乙类,2,Y,0.8617,非基本药物医保目录 乙类,2,Y,0.8617,非基本药物医保目录 乙类,2,Y,0.8617,非基本药物医保目录 乙类,2,0,0.00%
13125,泽桂癃爽-胶囊剂-0.44g,胶囊剂,0.44g,正大天晴药业集团股份有限公司,0.8276,非基本药物医保目录 乙类,1,Y,0.8276,非基本药物医保目录 乙类,1,Y,0.8276,非基本药物医保目录 乙类,1,Y,0.8276,非基本药物医保目录 乙类,1,0,0.00%
13132,长春地辛-注射用无菌粉末-1mg,注射用无菌粉末,1mg,山东罗欣药业集团股份有限公司,31.4,非基本药物医保目录 乙类,4,Y,31.4,非基本药物医保目录 乙类,4,Y,31.4,非基本药物医保目录 乙类,4,Y,31.4,非基本药物医保目录 乙类,4,0,0.00%
13133,长春红药-胶囊剂-0.35g,胶囊剂,0.35g,长春人民药业集团有限公司,0.7129,非基本药物医保目录 乙类,1,Y,0.7129,非基本药物医保目录 乙类,1,Y,0.7129,非基本药物医保目录 乙类,1,Y,0.7129,非基本药物医保目录 乙类,1,0,0.00%
13135,长春西汀-口服普通片剂-5mg,口服普通片剂,5mg,东北制药集团沈阳第一制药有限公司,1.5,非基本药物医保目录 乙类,4,Y,1.5366,非基本药物医保目录 乙类,4,Y,1.5,非基本药物医保目录 乙类,4,Y,1.5366,非基本药物医保目录 乙类,4,-0.0366,-2.38%
13136,长春西汀-注射用无菌粉末-10mg,注射用无菌粉末,10mg,福建省闽东力捷迅药业有限公司,8.67,非基本药物医保目录 乙类,16,Y,8.734,非基本药物医保目录 乙类,16,Y,9.04,非基本药物医保目录 乙类,16,Y,6.46,非基本药物医保目录 乙类,16,2.21,34.21%
13137,长春西汀-注射用无菌粉末-30mg,注射用无菌粉末,30mg,长春海悦药业股份有限公司,18.77,非基本药物医保目录 乙类,7,Y,20.85,非基本药物医保目录 乙类,7,Y,20.96,非基本药物医保目录 乙类,7,Y,14.99,非基本药物医保目录 乙类,7,3.78,25.22%
13138,珍宝-丸剂-0.1g,丸剂,0.1g,阜新蒙药有限责任公司,0.265,非基本药物医保目录 民族药,4,Y,0.2536,非基本药物医保目录 民族药,4,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13139,珍宝-丸剂-0.2(每10粒重2g),丸剂,0.2(每10粒重2g),乌兰浩特中蒙制药有限公司,0.465,非基本药物医保目录 民族药,3,Y,0.465,非基本药物医保目录 民族药,3,Y,0.47,非基本药物医保目录 民族药,3,Y,0.48,非基本药物医保目录 民族药,3,-0.015,-3.12%
13141,珍珠胃安-丸剂-1.5g,丸剂,1.5g,广州白云山医药集团股份有限公司白云山制药总厂,1.3963,非基本药物医保目录 乙类,1,Y,1.3963,非基本药物医保目录 乙类,1,Y,1.3963,非基本药物医保目录 乙类,1,Y,1.3963,非基本药物医保目录 乙类,1,0,0.00%
13145,镇痛活络-外用溶液剂-50ml,外用溶液剂,50ml,上海景峰制药有限公司,38.89,非基本药物医保目录 乙类,1,Y,38.89,非基本药物医保目录 乙类,1,Y,38.89,非基本药物医保目录 乙类,1,Y,38.89,非基本药物医保目录 乙类,1,0,0.00%
13153,脂溶性维生素(Ⅰ)-注射用无菌粉末-复方(维生素A310～415.0μg与维生素D24.50～6.00μg与维生素E2.90～3.50mg与维生素K190.0～120.0μg),注射用无菌粉末,复方(维生素A310～415.0μg与维生素D24.50～6.00μg与维生素E2.90～3.50mg与维生素K190.0～120.0μg),成都天台山制药有限公司,21.1167,非基本药物医保目录 乙类,1,Y,21.1167,非基本药物医保目录 乙类,1,Y,21.1167,非基本药物医保目录 乙类,1,Y,21.1167,非基本药物医保目录 乙类,1,0,0.00%
13154,脂溶性维生素(Ⅰ)-注射用无菌粉末-维生素A棕榈酸酯(相当于维生素A)0.23万单位、维生素D210ug、维生素E6.4mg、维生素K10.2mg,注射用无菌粉末,维生素A棕榈酸酯(相当于维生素A)0.23万单位、维生素D210ug、维生素E6.4mg、维生素K10.2mg,马鞍山丰原制药有限公司,29.999,非基本药物医保目录 乙类,2,Y,29.9994,非基本药物医保目录 乙类,2,Y,29.9994,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
13155,"脂溶性维生素(Ⅱ)-注射用无菌粉末-复方(维生素A棕榈酸酯3300IU,维生素D2200IU,维生素E9.1mg,维生素K10.15mg。)",注射用无菌粉末,"复方(维生素A棕榈酸酯3300IU,维生素D2200IU,维生素E9.1mg,维生素K10.15mg。)",马鞍山丰原制药有限公司,25.74,非基本药物医保目录 乙类,6,Y,28.6,非基本药物医保目录 乙类,6,Y,28.5,非基本药物医保目录 乙类,6,Y,27,非基本药物医保目录 乙类,6,-1.26,-4.67%
13156,止喘灵-口服溶液剂-10ml,口服溶液剂,10ml,江苏苏中药业集团股份有限公司,2.966,非基本药物医保目录 乙类,1,Y,2.966,非基本药物医保目录 乙类,1,Y,2.966,非基本药物医保目录 乙类,1,Y,2.966,非基本药物医保目录 乙类,1,0,0.00%
13158,止咳橘红-胶囊剂-0.4g,胶囊剂,0.4g,西安恒生堂制药有限公司,0.6667,非基本药物医保目录 乙类,1,Y,0.6667,非基本药物医保目录 乙类,1,Y,0.6667,非基本药物医保目录 乙类,1,Y,0.6667,非基本药物医保目录 乙类,1,0,0.00%
13163,止痛化癥-胶囊剂-0.3g,胶囊剂,0.3g,吉林省天泰药业股份有限公司,0.37,非基本药物医保目录 乙类,4,Y,0.25,非基本药物医保目录 乙类,4,Y,0.28,非基本药物医保目录 乙类,4,Y,0.37,非基本药物医保目录 乙类,4,0,0.00%
13164,"止血宁-胶囊剂-大于等于0.46g,小于0.92g",胶囊剂,"大于等于0.46g,小于0.92g",湖南方盛制药股份有限公司,0.7537,非基本药物医保目录 乙类,4,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13167,枳术宽中-胶囊剂-0.43g,胶囊剂,0.43g,山西双人药业有限责任公司,1.0861,非基本药物医保目录 乙类,3,Y,1.0861,非基本药物医保目录 乙类,3,Y,1.0861,非基本药物医保目录 乙类,3,Y,1.0861,非基本药物医保目录 乙类,3,0,0.00%
13171,治伤-软膏剂-30g,软膏剂,30g,浙江普洛康裕天然药物有限公司,40.61,非基本药物医保目录 乙类,1,Y,40.61,非基本药物医保目录 乙类,1,Y,40.61,非基本药物医保目录 乙类,1,Y,40.61,非基本药物医保目录 乙类,1,0,0.00%
13172,治伤-胶囊剂-0.25g,胶囊剂,0.25g,杭州朱养心药业有限公司,0.6814,非基本药物医保目录 乙类,2,Y,0.6814,非基本药物医保目录 乙类,2,Y,0.6814,非基本药物医保目录 乙类,2,Y,0.6814,非基本药物医保目录 乙类,2,0,0.00%
13173,辛伐他汀-片剂-20mg,片剂,20mg,浙江京新药业股份有限公司,1.1169,第三层次,5,Y,1.1169,第三层次,5,Y,1.1169,第三层次,5,Y,1.1169,第三层次,5,0,0.00%
13177,痔康-口服普通片剂-0.3g,口服普通片剂,0.3g,江中药业股份有限公司,0.5333,非基本药物医保目录 乙类,2,Y,0.5333,非基本药物医保目录 乙类,2,Y,0.5333,非基本药物医保目录 乙类,2,Y,0.5333,非基本药物医保目录 乙类,2,0,0.00%
13182,肿痛安-胶囊剂-0.28g,胶囊剂,0.28g,河北奥星集团药业有限公司,0.7883,非基本药物医保目录 乙类,1,Y,0.7883,非基本药物医保目录 乙类,1,Y,0.7883,非基本药物医保目录 乙类,1,Y,0.7883,非基本药物医保目录 乙类,1,0,0.00%
13185,重组牛碱性成纤维细胞生长因子(融合蛋白)-滴眼剂-5ml:21000iu,滴眼剂,5ml:21000iu,珠海亿胜生物制药有限公司,22.4433,非基本药物医保目录 乙类,1,Y,22.4433,非基本药物医保目录 乙类,1,Y,22.4433,非基本药物医保目录 乙类,1,Y,22.4433,非基本药物医保目录 乙类,1,0,0.00%
13186,重组牛碱性成纤维细胞生长因子(融合蛋白)-眼用凝胶剂-21000IU/5g,眼用凝胶剂,21000IU/5g,珠海亿胜生物制药有限公司,32.1333,非基本药物医保目录 乙类,1,Y,32.1333,非基本药物医保目录 乙类,1,Y,32.1333,非基本药物医保目录 乙类,1,Y,32.1333,非基本药物医保目录 乙类,1,0,0.00%
13189,重组人白介素-11[Ⅰ]-注射用无菌粉末-1200万IU(1.5mg),注射用无菌粉末,1200万IU(1.5mg),昂德生物药业有限公司,329.6267,非基本药物医保目录 乙类,1,Y,329.6267,非基本药物医保目录 乙类,1,Y,329.6267,非基本药物医保目录 乙类,1,Y,329.6267,非基本药物医保目录 乙类,1,0,0.00%
13191,重组人白介素-11-注射用无菌粉末-1200万IU(1.5mg),注射用无菌粉末,1200万IU(1.5mg),厦门特宝生物工程股份有限公司,99.5,非基本药物医保目录 乙类,3,Y,100,非基本药物医保目录 乙类,3,Y,100.23,非基本药物医保目录 乙类,3,Y,100.89,非基本药物医保目录 乙类,3,-1.39,-1.38%
13192,重组人白介素-11-注射用无菌粉末-1mg(800万单位),注射用无菌粉末,1mg(800万单位),厦门特宝生物工程股份有限公司,94.3938,非基本药物医保目录 乙类,1,Y,94.3938,非基本药物医保目录 乙类,1,Y,94.3938,非基本药物医保目录 乙类,1,Y,94.3938,非基本药物医保目录 乙类,1,0,0.00%
13193,重组人白介素-11-注射用无菌粉末-2mg(1600万单位),注射用无菌粉末,2mg(1600万单位),厦门特宝生物工程股份有限公司,160.4694,非基本药物医保目录 乙类,1,Y,160.4694,非基本药物医保目录 乙类,1,Y,160.4694,非基本药物医保目录 乙类,1,Y,160.4694,非基本药物医保目录 乙类,1,0,0.00%
13195,重组人白介素-2-注射用无菌粉末-100万IU,注射用无菌粉末,100万IU,江苏金丝利药业有限公司,54.8194,非基本药物医保目录 乙类,4,Y,69.64,非基本药物医保目录 乙类,4,Y,54,非基本药物医保目录 乙类,4,Y,54,非基本药物医保目录 乙类,4,0.8194,1.52%
13196,重组人白介素-2-注射用无菌粉末-10万IU,注射用无菌粉末,10万IU,北京双鹭药业股份有限公司,12.86,非基本药物医保目录 乙类,2,Y,12.8689,非基本药物医保目录 乙类,2,Y,12.86,非基本药物医保目录 乙类,2,Y,8.78,非基本药物医保目录 乙类,2,4.08,46.47%
13197,重组人白介素-2-注射用无菌粉末-20万IU,注射用无菌粉末,20万IU,江苏金丝利药业有限公司,15.99,非基本药物医保目录 乙类,4,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13198,重组人白介素-2-注射用无菌粉末-50万IU,注射用无菌粉末,50万IU,江苏金丝利药业有限公司,32.2467,非基本药物医保目录 乙类,4,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13201,重组人红细胞生成素(重组人促红素)-注射用无菌粉末-3000IU,注射用无菌粉末,3000IU,成都地奥九泓制药厂,28.423,非基本药物医保目录 乙类,2,Y,28.423,非基本药物医保目录 乙类,2,Y,28.423,非基本药物医保目录 乙类,2,Y,27.094,非基本药物医保目录 乙类,2,1.329,4.91%
13202,重组人碱性成纤维细胞生长因子-外用冻干粉-20000IU,外用冻干粉,20000IU,南海朗肽制药有限公司,57.85,非基本药物医保目录 乙类,1,Y,57.85,非基本药物医保目录 乙类,1,Y,57.85,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
13203,重组人碱性成纤维细胞生长因子-外用冻干粉-35000IU,外用冻干粉,35000IU,南海朗肽制药有限公司,83.81,非基本药物医保目录 乙类,2,Y,78.826,非基本药物医保目录 乙类,2,Y,83.81,非基本药物医保目录 乙类,2,Y,78.826,非基本药物医保目录 乙类,2,4.984,6.32%
13207,重组人粒细胞巨噬细胞集落刺激因子-注射用无菌粉末-100μg,注射用无菌粉末,100μg,厦门特宝生物工程股份有限公司,58.5601,非基本药物医保目录 乙类,1,Y,58.5601,非基本药物医保目录 乙类,1,Y,58.5601,非基本药物医保目录 乙类,1,Y,58.5601,非基本药物医保目录 乙类,1,0,0.00%
13208,重组人粒细胞巨噬细胞集落刺激因子-注射用无菌粉末-150μg,注射用无菌粉末,150μg,海南通用同盟药业有限公司,50.7,非基本药物医保目录 乙类,4,Y,51.7,非基本药物医保目录 乙类,4,Y,52.7,非基本药物医保目录 乙类,4,Y,55,非基本药物医保目录 乙类,4,-4.3,-7.82%
13209,重组人粒细胞巨噬细胞集落刺激因子-注射用无菌粉末-300μg,注射用无菌粉末,300μg,厦门特宝生物工程股份有限公司,122,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13210,重组人粒细胞巨噬细胞集落刺激因子-注射用无菌粉末-50μg,注射用无菌粉末,50μg,厦门特宝生物工程股份有限公司,34.4471,非基本药物医保目录 乙类,1,Y,34.4471,非基本药物医保目录 乙类,1,Y,34.4471,非基本药物医保目录 乙类,1,Y,34.4471,非基本药物医保目录 乙类,1,0,0.00%
13212,重组人生长激素-注射用无菌粉末-1.2mg(3IU),注射用无菌粉末,1.2mg(3IU),上海联合赛尔生物工程有限公司,54.3982,非基本药物医保目录 乙类,1,Y,54.3982,非基本药物医保目录 乙类,1,Y,54.3982,非基本药物医保目录 乙类,1,Y,54.3982,非基本药物医保目录 乙类,1,0,0.00%
13213,重组人生长激素-注射用无菌粉末-1.6mg(4IU),注射用无菌粉末,1.6mg(4IU),长春金赛药业有限责任公司,40,非基本药物医保目录 乙类,5,Y,40,非基本药物医保目录 乙类,5,Y,40,非基本药物医保目录 乙类,5,Y,40.3,非基本药物医保目录 乙类,5,-0.3,-0.74%
13214,重组人生长激素-注射用无菌粉末-10IU(3.7mg),注射用无菌粉末,10IU(3.7mg),长春金赛药业有限责任公司,130,非基本药物医保目录 乙类,3,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13215,重组人生长激素-注射用无菌粉末-2.0mg(5IU),注射用无菌粉末,2.0mg(5IU),上海联合赛尔生物工程有限公司,80.4299,非基本药物医保目录 乙类,1,Y,80.4299,非基本药物医保目录 乙类,1,Y,80.4299,非基本药物医保目录 乙类,1,Y,80.4299,非基本药物医保目录 乙类,1,0,0.00%
13216,重组人生长激素-注射用无菌粉末-2.5IU(0.85mg),注射用无菌粉末,2.5IU(0.85mg),长春金赛药业有限责任公司,29,非基本药物医保目录 乙类,2,Y,29.33,非基本药物医保目录 乙类,2,Y,30.33,非基本药物医保目录 乙类,2,Y,30.33,非基本药物医保目录 乙类,2,-1.33,-4.39%
13218,重组人生长激素-注射用无菌粉末-4.5IU(1.7mg),注射用无菌粉末,4.5IU(1.7mg),长春金赛药业有限责任公司,65,非基本药物医保目录 乙类,2,Y,65,非基本药物医保目录 乙类,2,Y,60,非基本药物医保目录 乙类,2,Y,60,非基本药物医保目录 乙类,2,5,8.33%
